"year","theme_id","theme_name","relative","n_items","source_name","target_name"
2011,269,Cars,son,,,
1977,465,Universal Building Set,son,,,
2006,34,Make & Create,son,,,
2013,570,Teenage Mutant Ninja Turtles,son,,,
2015,621,Classic,son,,,
2016,605,Nexo Knights,son,,,
2014,571,Legends of Chima,son,,,
2010,275,Toy Story,son,,,
2008,389,Exo-Force,son,,,
2012,269,Cars,son,,,
2013,575,The Lone Ranger,son,,,
2014,570,Teenage Mutant Ninja Turtles,son,,,
1973,465,Universal Building Set,son,,,
2004,246,Harry Potter,son,,,
2003,254,Bulk Bricks,son,,,
1999,442,Rock Raiders,son,,,
2015,435,Ninjago,son,,,
2017,252,Architecture,son,,,
2018,52,City,son,,,
2018,598,Promotional,son,,,
2019,408,LEGO Brand Store,son,,,
2003,500,Clikits,son,,,
2017,599,LEGO Exclusive,son,,,
2010,252,Architecture,son,,,
2020,676,Hidden Side,son,,,
2019,598,Promotional,son,,,
2002,685,Galidor,son,,,
2011,158,Star Wars,son,,,
2015,158,Star Wars,son,,,
2014,504,Duplo,son,,,
2008,158,Star Wars,son,,,
2010,158,Star Wars,son,,,
2019,680,Stranger Things,son,,,
1985,504,Duplo,son,,,
2010,502,Games,son,,,
2018,605,Nexo Knights,son,,,
2014,599,LEGO Exclusive,son,,,
2021,52,City,son,,,
2007,501,Gear,son,,,
2022,408,LEGO Brand Store,son,,,
2021,686,Chinese Traditional Festivals,son,,,
2022,1,Technic,son,,,
2008,52,City,son,,,
2021,721,Icons,son,,,
1963,716,Modulex,son,,,
2008,504,Duplo,son,,,
2023,749,Dreamzzz,son,,,
2018,501,Gear,son,,,
2022,501,Gear,son,,,
2023,598,Promotional,son,,,
2023,408,LEGO Brand Store,son,,,
2023,398,FIRST LEGO League,son,,,
2024,435,Ninjago,son,,,
2024,601,Speed Champions,son,,,
2019,425,Legoland Parks,son,,,
1988,598,Promotional,son,,,
2006,425,Legoland Parks,son,,,
2004,507,Educational and Dacta,son,,,
2010,598,Promotional,son,,,
1997,278,Model Team,son,,,
1995,278,Model Team,son,,,
2017,507,Educational and Dacta,son,,,
2000,440,Primo,son,,,
2024,602,Jurassic World,son,,,
2024,749,Dreamzzz,son,,,
1997,464,Time Cruisers,son,,,
2021,425,Legoland Parks,son,,,
2021,258,Mindstorms,son,,,
2024,764,The Legend of Zelda,son,,,
2011,252,Architecture,son,,,
1975,404,Hobby Sets,son,,,
2010,270,Ben 10,son,,,
2021,577,Minecraft,son,,,
2013,502,Games,son,,,
2000,276,Sculptures,son,,,
2011,155,Modular Buildings,son,,,
2019,671,Forma,son,,,
2019,252,Architecture,son,,,
2012,432,Master Builder Academy,son,,,
2018,646,Xtra,son,,,
2000,434,Ninja,son,,,
2012,398,FIRST LEGO League,son,,,
2023,504,Duplo,son,,,
1999,504,Duplo,son,,,
2005,504,Duplo,son,,,
2023,696,Super Heroes Marvel,son,,,
2017,598,Promotional,son,,,
2007,246,Harry Potter,son,,,
2020,689,Minions,son,,,
2020,599,LEGO Exclusive,son,,,
1982,363,Boat,son,,,
2019,683,LEGO Originals,son,,,
2003,186,Castle,son,,,
2014,425,Legoland Parks,son,,,
2014,22,Creator,son,,,
2013,577,Minecraft,son,,,
2017,696,Super Heroes Marvel,son,,,
2010,501,Gear,son,,,
1998,501,Gear,son,,,
2010,535,Collectible Minifigures,son,,,
2004,398,FIRST LEGO League,son,,,
2010,206,Seasonal,son,,,
2002,507,Educational and Dacta,son,,,
2004,50,Town,son,,,
1984,186,Castle,son,,,
2020,686,Chinese Traditional Festivals,son,,,
2004,425,Legoland Parks,son,,,
2007,408,LEGO Brand Store,son,,,
2022,719,BrickLink Designer Program,son,,,
2023,507,Educational and Dacta,son,,,
2008,599,LEGO Exclusive,son,,,
2024,252,Architecture,son,,,
1990,278,Model Team,son,,,
1993,559,Value Packs,son,,,
2009,389,Exo-Force,son,,,
1961,365,System,son,,,
2002,186,Castle,son,,,
1992,408,LEGO Brand Store,son,,,
1977,433,Minitalia,son,,,
2019,22,Creator,son,,,
1995,50,Town,son,,,
2014,301,Other,son,,,
2013,301,Other,son,,,
2012,301,Other,son,,,
2005,301,Other,son,,,
1994,504,Duplo,son,,,
1976,433,Minitalia,son,,,
2013,504,Duplo,grandfather,,,
2013,507,Educational and Dacta,grandfather,,,
2016,206,Seasonal,grandfather,,,
2014,206,Seasonal,grandfather,,,
2011,507,Educational and Dacta,grandfather,,,
2021,206,Seasonal,grandfather,,,
1998,206,Seasonal,grandfather,,,
2015,507,Educational and Dacta,grandfather,,,
2010,507,Educational and Dacta,grandfather,,,
2014,695,Super Heroes DC,grandfather,,,
2004,22,Creator,father,,,
1978,1,Technic,father,,,
2008,695,Super Heroes DC,father,,,
1977,1,Technic,father,,,
2012,22,Creator,father,,,
2013,22,Creator,father,,,
2012,695,Super Heroes DC,father,,,
1980,465,Universal Building Set,father,,,
1973,411,Legoland,father,,,
2004,206,Seasonal,father,,,
2009,186,Castle,father,,,
2008,501,Gear,father,,,
1994,147,Pirates,father,,,
1997,465,Universal Building Set,father,,,
2015,52,City,father,,,
1998,307,Aquazone,father,,,
2007,307,Aquazone,father,,,
2005,112,Racers,father,,,
2012,206,Seasonal,father,,,
2010,22,Creator,father,,,
2017,52,City,father,,,
2017,206,Seasonal,father,,,
2019,501,Gear,father,,,
2019,535,Collectible Minifigures,father,,,
2009,112,Racers,father,,,
2019,695,Super Heroes DC,father,,,
2019,497,Books,father,,,
2020,497,Books,father,,,
2014,52,City,father,,,
2008,22,Creator,father,,,
1994,443,Service Packs,father,,,
1985,443,Service Packs,father,,,
1996,50,Town,father,,,
1955,365,System,father,,,
2015,324,Bionicle,father,,,
1989,50,Town,father,,,
2002,50,Town,father,,,
2018,696,Super Heroes Marvel,father,,,
1975,504,Duplo,father,,,
1987,504,Duplo,father,,,
1986,504,Duplo,father,,,
2019,696,Super Heroes Marvel,father,,,
2005,158,Star Wars,father,,,
2003,22,Creator,father,,,
1986,598,Promotional,father,,,
1984,126,Space,father,,,
1979,186,Castle,father,,,
1975,233,Train,father,,,
1989,598,Promotional,father,,,
2018,591,Juniors,father,,,
2004,112,Racers,father,,,
1980,507,Educational and Dacta,father,,,
2021,535,Collectible Minifigures,father,,,
2024,497,Books,father,,,
2023,206,Seasonal,father,,,
2013,126,Space,father,,,
2008,497,Books,father,,,
2009,126,Space,father,,,
2024,504,Duplo,father,,,
2001,443,Service Packs,father,,,
1949,365,System,father,,,
2020,504,Duplo,father,,,
2004,501,Gear,father,,,
2010,147,Pirates,father,,,
1991,147,Pirates,father,,,
2022,504,Duplo,father,,,
2003,158,Star Wars,father,,,
1964,365,System,father,,,
2004,52,City,father,,,
2019,158,Star Wars,father,,,
2020,158,Star Wars,father,,,
2001,147,Pirates,father,,,
1991,501,Gear,father,,,
1984,497,Books,father,,,
1988,1,Technic,father,,,
1972,507,Educational and Dacta,father,,,
1991,497,Books,father,,,
1988,443,Service Packs,father,,,
1973,504,Duplo,father,,,
1975,497,Books,father,,,
2004,233,Train,father,,,
1971,365,System,father,,,
1995,206,Seasonal,father,,,
2012,158,Star Wars,father,,,
2002,458,Sports,father,,,
1985,126,Space,father,,,
1955,301,Other,father,,,
2017,301,Other,father,,,
1999,301,Other,father,,,
1982,126,Space,father,,,
2001,158,Star Wars,father,,,
1966,301,Other,father,,,
1957,301,Other,father,,,
2006,233,Train,father,,,
1997,497,Books,father,,,
2000,22,Creator,father,,,
2006,258,Mindstorms,father,,,
2003,112,Racers,son,,,
2003,318,Belville,son,,,
2001,507,Educational and Dacta,son,,,
2014,507,Educational and Dacta,son,,,
2015,604,Dimensions,son,,,
1985,390,Fabuland,son,,,
2000,254,Bulk Bricks,son,,,
2004,318,Belville,son,,,
2009,507,Educational and Dacta,son,,,
2008,717,Speed Racer,son,,,
2004,279,"4 Juniors",son,,,
1974,405,Homemaker,son,,,
2003,1,Technic,son,,,
2017,621,Classic,son,,,
2010,439,Power Miners,son,,,
1979,465,Universal Building Set,son,,,
1997,1,Technic,son,,,
1998,480,Znap,son,,,
2011,435,Ninjago,son,,,
2009,502,Games,son,,,
2011,501,Gear,son,,,
1997,399,Freestyle,son,,,
1981,465,Universal Building Set,son,,,
1983,390,Fabuland,son,,,
1973,405,Homemaker,son,,,
2006,1,Technic,son,,,
2018,246,Harry Potter,son,,,
2010,560,Universe,son,,,
2006,500,Clikits,son,,,
2020,501,Gear,son,,,
2004,324,Bionicle,son,,,
2002,324,Bionicle,son,,,
2015,580,Mixels,son,,,
1993,1,Technic,son,,,
2000,318,Belville,son,,,
1984,1,Technic,son,,,
2016,507,Educational and Dacta,son,,,
2015,571,Legends of Chima,son,,,
1977,405,Homemaker,son,,,
2016,598,Promotional,son,,,
2012,501,Gear,son,,,
2022,52,City,son,,,
2022,435,Ninjago,son,,,
1989,559,Value Packs,son,,,
2018,425,Legoland Parks,son,,,
2004,440,Primo,son,,,
2021,696,Super Heroes Marvel,son,,,
2023,577,Minecraft,son,,,
2022,158,Star Wars,son,,,
2024,1,Technic,son,,,
2008,112,Racers,son,,,
1997,668,Scala,son,,,
1997,318,Belville,son,,,
2002,206,Seasonal,son,,,
2011,315,Atlantis,son,,,
2018,398,FIRST LEGO League,son,,,
1997,440,Primo,son,,,
2023,693,Monkie Kid,son,,,
2015,696,Super Heroes Marvel,son,,,
2007,158,Star Wars,son,,,
2022,602,Jurassic World,son,,,
2015,577,Minecraft,son,,,
2017,504,Duplo,son,,,
2013,398,FIRST LEGO League,son,,,
1996,1,Technic,son,,,
2020,576,LEGO Ideas and CUUSOO,son,,,
2009,252,Architecture,son,,,
2022,694,Brick Sketches,son,,,
2022,599,LEGO Exclusive,son,,,
2024,22,Creator,son,,,
2024,709,LEGO Art,son,,,
1993,186,Castle,son,,,
1980,405,Homemaker,son,,,
2015,578,The LEGO Movie,son,,,
2024,158,Star Wars,son,,,
1973,363,Boat,son,,,
2008,438,Power Functions,son,,,
2011,22,Creator,son,,,
1980,668,Scala,son,,,
2017,608,Disney,son,,,
2022,621,Classic,son,,,
1981,443,Service Packs,son,,,
2019,577,Minecraft,son,,,
2020,602,Jurassic World,son,,,
1998,186,Castle,son,,,
2010,400,Hero Factory,son,,,
1978,404,Hobby Sets,son,,,
2016,576,LEGO Ideas and CUUSOO,son,,,
2018,654,The Powerpuff Girls,son,,,
2018,535,Collectible Minifigures,son,,,
2013,695,Super Heroes DC,son,,,
2006,385,Dino Attack / Dino 2010,son,,,
2019,504,Duplo,son,,,
2019,559,Value Packs,son,,,
2000,507,Educational and Dacta,son,,,
2024,576,LEGO Ideas and CUUSOO,son,,,
2002,475,Western,son,,,
2010,398,FIRST LEGO League,son,,,
2006,507,Educational and Dacta,son,,,
1978,364,Building Set with People,son,,,
1980,504,Duplo,son,,,
2012,252,Architecture,son,,,
2010,504,Duplo,son,,,
2006,504,Duplo,son,,,
2011,599,LEGO Exclusive,son,,,
1982,405,Homemaker,son,,,
1990,504,Duplo,son,,,
2007,398,FIRST LEGO League,son,,,
2011,438,Power Functions,son,,,
2012,155,Modular Buildings,son,,,
1990,507,Educational and Dacta,son,,,
2011,398,FIRST LEGO League,son,,,
1965,507,Educational and Dacta,son,,,
2006,398,FIRST LEGO League,son,,,
1983,443,Service Packs,son,,,
2015,126,Space,son,,,
2024,425,Legoland Parks,son,,,
2009,301,Other,son,,,
2005,474,Vikings,son,,,
2021,301,Other,son,,,
1953,365,System,son,,,
1982,504,Duplo,son,,,
1995,507,Educational and Dacta,son,,,
1992,507,Educational and Dacta,grandfather,,,
2018,695,Super Heroes DC,grandfather,,,
2007,504,Duplo,grandfather,,,
2001,504,Duplo,grandfather,,,
2004,504,Duplo,grandfather,,,
2013,206,Seasonal,grandfather,,,
2018,504,Duplo,grandfather,,,
1994,507,Educational and Dacta,grandfather,,,
1996,507,Educational and Dacta,grandfather,,,
1998,507,Educational and Dacta,grandfather,,,
2022,206,Seasonal,grandfather,,,
2020,695,Super Heroes DC,grandfather,,,
2018,206,Seasonal,grandfather,,,
2006,206,Seasonal,grandfather,,,
2006,695,Super Heroes DC,grandfather,,,
2007,52,City,father,,,
2005,501,Gear,father,,,
1989,126,Space,father,,,
1976,411,Legoland,father,,,
2015,535,Collectible Minifigures,father,,,
2002,233,Train,father,,,
2001,126,Space,father,,,
1998,296,Adventurers,father,,,
1986,465,Universal Building Set,father,,,
2015,302,Agents,father,,,
2013,571,Legends of Chima,father,,,
2007,22,Creator,father,,,
2014,408,LEGO Brand Store,father,,,
1999,233,Train,father,,,
2014,497,Books,father,,,
1999,1,Technic,father,,,
2008,507,Educational and Dacta,father,,,
2001,501,Gear,father,,,
2005,206,Seasonal,father,,,
2009,408,LEGO Brand Store,father,,,
2017,435,Ninjago,father,,,
2018,22,Creator,father,,,
1986,507,Educational and Dacta,father,,,
2007,507,Educational and Dacta,father,,,
2005,507,Educational and Dacta,father,,,
2012,497,Books,father,,,
2019,578,The LEGO Movie,father,,,
2003,50,Town,father,,,
2011,504,Duplo,father,,,
1969,365,System,father,,,
1990,50,Town,father,,,
1959,365,System,father,,,
1988,504,Duplo,father,,,
1982,443,Service Packs,father,,,
1991,504,Duplo,father,,,
1984,504,Duplo,father,,,
2011,608,Disney,father,,,
1977,598,Promotional,father,,,
1974,411,Legoland,father,,,
2016,52,City,father,,,
2003,206,Seasonal,father,,,
2011,408,LEGO Brand Store,father,,,
2020,206,Seasonal,father,,,
2009,501,Gear,father,,,
2021,501,Gear,father,,,
2021,22,Creator,father,,,
2023,501,Gear,father,,,
2022,608,Disney,father,,,
2023,22,Creator,father,,,
2024,52,City,father,,,
2024,535,Collectible Minifigures,father,,,
2014,34,Make & Create,father,,,
2016,252,Architecture,father,,,
1998,598,Promotional,father,,,
1996,186,Castle,father,,,
2003,276,Sculptures,father,,,
1998,1,Technic,father,,,
2001,598,Promotional,father,,,
1994,186,Castle,father,,,
2002,112,Racers,father,,,
1999,443,Service Packs,father,,,
1986,443,Service Packs,father,,,
2004,304,Alpha Team,father,,,
1999,501,Gear,father,,,
1993,233,Train,father,,,
1991,206,Seasonal,father,,,
1963,497,Books,father,,,
2016,186,Castle,father,,,
1998,443,Service Packs,father,,,
1986,233,Train,father,,,
1970,233,Train,father,,,
2010,1,Technic,father,,,
2022,507,Educational and Dacta,father,,,
2005,497,Books,father,,,
1963,507,Educational and Dacta,father,,,
1999,307,Aquazone,father,,,
1986,497,Books,father,,,
1988,497,Books,father,,,
1962,497,Books,father,,,
1999,206,Seasonal,father,,,
2008,408,LEGO Brand Store,father,,,
1979,504,Duplo,father,,,
1955,497,Books,father,,,
2019,507,Educational and Dacta,father,,,
2004,458,Sports,father,,,
2001,458,Sports,father,,,
2024,301,Other,father,,,
2007,276,Sculptures,father,,,
1970,504,Duplo,father,,,
2007,206,Seasonal,father,,,
1970,497,Books,father,,,
2013,147,Pirates,father,,,
2018,438,Power Functions,father,,,
1991,186,Castle,father,,,
1959,301,Other,father,,,
2008,301,Other,father,,,
2013,494,Friends,son,,,
2014,578,The LEGO Movie,son,,,
2016,604,Dimensions,son,,,
1985,507,Educational and Dacta,son,,,
2011,502,Games,son,,,
2005,1,Technic,son,,,
2011,112,Racers,son,,,
2016,494,Friends,son,,,
2002,425,Legoland Parks,son,,,
2010,112,Racers,son,,,
2012,435,Ninjago,son,,,
2001,318,Belville,son,,,
2013,408,LEGO Brand Store,son,,,
1999,434,Ninja,son,,,
2001,112,Racers,son,,,
1998,318,Belville,son,,,
2012,1,Technic,son,,,
2012,400,Hero Factory,son,,,
2014,400,Hero Factory,son,,,
2012,408,LEGO Brand Store,son,,,
2015,252,Architecture,son,,,
2005,34,Make & Create,son,,,
2007,1,Technic,son,,,
2014,501,Gear,son,,,
2011,437,Pharaoh's Quest,son,,,
2017,605,Nexo Knights,son,,,
2017,535,Collectible Minifigures,son,,,
2018,625,Unikitty!,son,,,
2018,686,Chinese Traditional Festivals,son,,,
2019,576,LEGO Ideas and CUUSOO,son,,,
2011,246,Harry Potter,son,,,
2014,158,Star Wars,son,,,
2000,158,Star Wars,son,,,
2016,580,Mixels,son,,,
1991,443,Service Packs,son,,,
2011,432,Master Builder Academy,son,,,
1992,443,Service Packs,son,,,
2016,324,Bionicle,son,,,
1990,443,Service Packs,son,,,
2004,158,Star Wars,son,,,
2017,577,Minecraft,son,,,
2003,504,Duplo,son,,,
2019,669,Overwatch,son,,,
2020,577,Minecraft,son,,,
2020,683,LEGO Originals,son,,,
2005,441,Quatro,son,,,
2020,598,Promotional,son,,,
2016,408,LEGO Brand Store,son,,,
2021,246,Harry Potter,son,,,
2021,598,Promotional,son,,,
2022,22,Creator,son,,,
1990,559,Value Packs,son,,,
2022,693,Monkie Kid,son,,,
2009,504,Duplo,son,,,
2022,696,Super Heroes Marvel,son,,,
1996,475,Western,son,,,
2023,688,DOTS,son,,,
2023,435,Ninjago,son,,,
2023,601,Speed Champions,son,,,
2023,264,Indiana Jones,son,,,
2008,398,FIRST LEGO League,son,,,
2012,112,Racers,son,,,
2004,254,Bulk Bricks,son,,,
1982,465,Universal Building Set,son,,,
2024,206,Seasonal,son,,,
1997,507,Educational and Dacta,son,,,
2003,246,Harry Potter,son,,,
2024,693,Monkie Kid,son,,,
2024,577,Minecraft,son,,,
1977,364,Building Set with People,son,,,
2024,763,Despicable Me 4,son,,,
2001,50,Town,son,,,
1996,278,Model Team,son,,,
2015,408,LEGO Brand Store,son,,,
2006,501,Gear,son,,,
2024,748,Gabby's Dollhouse,son,,,
2011,52,City,son,,,
2011,598,Promotional,son,,,
2024,599,LEGO Exclusive,son,,,
2015,206,Seasonal,son,,,
2013,1,Technic,son,,,
2023,721,Icons,son,,,
2018,155,Modular Buildings,son,,,
2000,668,Scala,son,,,
2006,317,Avatar: The Last Airbender,son,,,
2020,155,Modular Buildings,son,,,
2008,155,Modular Buildings,son,,,
1991,278,Model Team,son,,,
2015,155,Modular Buildings,son,,,
2016,22,Creator,son,,,
1986,390,Fabuland,son,,,
2021,504,Duplo,son,,,
2000,398,FIRST LEGO League,son,,,
2022,724,Avatar,son,,,
2024,696,Super Heroes Marvel,son,,,
1987,1,Technic,son,,,
2012,507,Educational and Dacta,son,,,
2012,443,Service Packs,son,,,
2014,535,Collectible Minifigures,son,,,
2022,709,LEGO Art,son,,,
2024,686,Chinese Traditional Festivals,son,,,
1957,365,System,son,,,
2013,591,Juniors,son,,,
2006,52,City,son,,,
2020,252,Architecture,son,,,
1976,363,Boat,son,,,
2021,683,LEGO Originals,son,,,
2007,258,Mindstorms,son,,,
1972,504,Duplo,son,,,
1976,233,Train,son,,,
2023,155,Modular Buildings,son,,,
1996,126,Space,son,,,
1988,559,Value Packs,son,,,
2005,254,Bulk Bricks,son,,,
2010,301,Other,son,,,
2020,301,Other,son,,,
2007,301,Other,son,,,
2003,301,Other,son,,,
2022,301,Other,son,,,
2006,272,SpongeBob SquarePants,son,,,
1991,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2016,554,Series 15 Minifigures,son,19,"535-Collectible Minifigures","554-Series 15 Minifigures"
1993,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2010,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
2008,658,Dino,son,16,"504-Duplo","658-Dino"
1988,467,Basic,son,204,"465-Universal Building Set","467-Basic"
1995,467,Basic,son,204,"465-Universal Building Set","467-Basic"
1986,467,Basic,son,204,"465-Universal Building Set","467-Basic"
1997,658,Dino,son,16,"504-Duplo","658-Dino"
2018,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
1985,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2009,141,Space Police III,son,21,"126-Space","141-Space Police III"
1992,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2010,141,Space Police III,son,21,"126-Space","141-Space Police III"
2011,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
2021,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
1999,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
1997,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2022,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
2008,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
1998,658,Dino,son,16,"504-Duplo","658-Dino"
1998,467,Basic,son,204,"465-Universal Building Set","467-Basic"
1996,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2017,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
1994,467,Basic,son,204,"465-Universal Building Set","467-Basic"
2009,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
2020,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
2023,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
2005,758,Non-fiction Books,son,146,"497-Books","758-Non-fiction Books"
